City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Northampton,US,40.8754,-75.2499,64.71,72,96,5.48,overcast clouds
347,Miles City,US,46.4083,-105.8406,72.52,30,40,24.16,scattered clouds
348,Nemuro,JP,43.3236,145.575,44.47,91,11,5.59,few clouds
349,Dunmore Town,BS,25.5,-76.65,75.63,64,0,14.34,clear sky
350,Parambu,BR,-6.2111,-40.6944,81.88,51,90,4.27,overcast clouds
351,Kruisfontein,ZA,-34.0033,24.7314,63.88,66,100,7.47,overcast clouds
352,Prokuplje,RS,43.2342,21.5881,63.68,85,15,1.74,few clouds
353,Saint-Joseph,RE,-21.3667,55.6167,70.18,79,72,16.06,light rain
354,Spring Valley,US,36.108,-115.245,84.96,16,1,1.01,clear sky
355,Robertsport,LR,6.7533,-11.3686,83.21,79,56,12.26,light rain
356,Mundo Nuevo,MX,18.7,-95.5,84.85,65,14,13.76,few clouds
357,Sao Gabriel,BR,-30.3364,-54.32,57.87,66,0,7.92,clear sky
358,Paamiut,GL,61.994,-49.6678,32.02,95,100,27.47,snow
359,Galesong,ID,-5.3166,119.3661,73.42,82,27,4.43,scattered clouds
360,Acarau,BR,-2.8856,-40.12,81.52,80,79,14.9,broken clouds
361,Russell,US,32.3502,-85.1999,91.99,27,40,1.05,scattered clouds
362,Wolmirstedt,DE,52.25,11.6333,62.11,89,99,3.78,overcast clouds
363,Creel,MX,27.75,-107.6333,74.7,12,100,12.73,overcast clouds
364,Venice,US,27.0998,-82.4543,92.1,59,1,8.01,clear sky
365,Whitehorse,CA,60.7161,-135.0538,50.77,71,75,5.75,light rain
366,Ossora,RU,59.2353,163.0719,36.21,84,60,6.55,broken clouds
367,Mount Isa,AU,-20.7333,139.5,58.77,67,27,0.0,scattered clouds
368,Synya,RU,65.3718,58.0387,43.03,50,100,7.81,overcast clouds
369,Lerwick,GB,60.1545,-1.1494,46.4,95,98,14.38,overcast clouds
370,Nhulunbuy,AU,-12.2333,136.7667,77.61,83,40,10.36,scattered clouds
371,Huarmey,PE,-10.0681,-78.1522,69.53,78,39,7.7,scattered clouds
372,Shakawe,BW,-18.3667,21.85,58.91,45,0,5.93,clear sky
373,Guerrero Negro,MX,27.9769,-114.0611,75.18,47,1,10.98,clear sky
374,Krasnoselkup,RU,65.7,82.4667,30.6,74,7,16.31,clear sky
375,Ngawi,ID,-7.4038,111.4461,74.95,91,76,2.98,broken clouds
376,Olafsvik,IS,64.8945,-23.7142,45.07,73,70,7.09,broken clouds
377,Rio De Jesus,PA,7.9844,-81.1631,77.16,94,100,2.42,overcast clouds
378,Kuznechnoye,RU,61.12,29.8686,47.68,91,40,5.99,scattered clouds
379,Finschhafen,PG,-6.6024,147.8681,79.39,81,100,7.61,moderate rain
380,Viesca,MX,25.35,-102.8,91.76,19,0,0.54,clear sky
381,Asfi,MA,32.2994,-9.2372,64.31,70,69,26.71,broken clouds
382,Brae,GB,60.3964,-1.353,46.31,94,100,22.08,overcast clouds
383,Esmeraldas,BR,-19.7625,-44.3139,80.71,54,91,5.82,overcast clouds
384,Naryan-Mar,RU,67.6713,53.087,37.47,53,100,15.82,overcast clouds
385,Iqaluit,CA,63.7506,-68.5145,22.73,53,40,5.01,scattered clouds
386,Flinders,AU,-34.5833,150.8552,60.39,91,100,1.01,overcast clouds
387,Temba,ZA,-25.3803,28.2631,61.11,50,0,2.24,clear sky
388,Diffa,NE,13.3154,12.6113,91.06,10,56,7.16,broken clouds
389,Ust-Nera,RU,64.5667,143.2,41.47,81,100,0.29,overcast clouds
390,Mudgee,AU,-32.5943,149.5871,48.78,100,90,1.14,overcast clouds
391,Caravelas,BR,-17.7125,-39.2481,77.41,79,69,10.36,broken clouds
392,Pitimbu,BR,-7.4706,-34.8086,81.19,75,28,10.94,scattered clouds
393,Nizhniy Kuranakh,RU,58.8353,125.4869,38.28,99,100,1.39,overcast clouds
394,Sedalia,US,38.7045,-93.2283,83.57,52,1,11.5,clear sky
395,Araceli,PH,10.5529,119.9913,83.37,73,6,5.53,clear sky
396,Sistranda,NO,63.7256,8.834,57.9,83,100,16.4,overcast clouds
397,Dossor,KZ,47.5272,52.9811,84.69,16,3,9.93,clear sky
398,Lebu,CL,-37.6167,-73.65,56.82,87,99,5.17,overcast clouds
399,Sobolevo,RU,54.4299,31.8996,48.29,86,1,3.29,clear sky
400,Dembi Dolo,ET,8.5333,34.8,58.66,95,99,1.23,overcast clouds
401,Kota Kinabalu,MY,5.9749,116.0724,78.78,83,20,5.75,few clouds
402,Cabo San Lucas,MX,22.8909,-109.9124,93.81,57,1,6.91,clear sky
403,Aklavik,CA,68.2191,-135.0107,41.72,66,96,9.51,overcast clouds
404,Forli,IT,44.2236,12.0528,63.72,93,85,1.99,overcast clouds
405,Narsaq,GL,60.9167,-46.05,46.62,53,100,1.19,overcast clouds
406,Oromocto,CA,45.8351,-66.4792,64.33,25,1,6.91,clear sky
407,Qinhuangdao,CN,39.9317,119.5883,53.71,41,18,11.16,few clouds
408,Kabalo,CD,-6.05,26.9167,69.37,54,100,4.72,overcast clouds
409,Biloela,AU,-24.4167,150.5,55.24,91,0,7.38,clear sky
410,Allada,BJ,6.6655,2.1514,78.85,82,12,6.8,few clouds
411,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,76,40,17.27,scattered clouds
412,Ancud,CL,-41.8697,-73.8203,52.43,71,91,12.97,light rain
413,Novobelokatay,RU,55.7062,58.9549,65.8,53,31,2.42,scattered clouds
414,Paciran,ID,-6.8767,112.3761,77.81,86,18,6.42,few clouds
415,Sioux Lookout,CA,50.1001,-91.917,64.78,77,75,9.22,broken clouds
416,Ostersund,SE,63.1792,14.6357,54.05,62,90,6.91,overcast clouds
417,Nouakchott,MR,18.0858,-15.9785,71.53,72,0,15.32,clear sky
418,Qaqortoq,GL,60.7167,-46.0333,46.9,58,100,13.02,overcast clouds
419,Tura,IN,25.5198,90.2201,73.13,92,100,6.31,moderate rain
420,Vilhena,BR,-12.7406,-60.1458,79.02,73,40,8.05,scattered clouds
421,Port Hedland,AU,-20.3167,118.5667,73.45,43,40,6.91,scattered clouds
422,Deputatskiy,RU,69.3,139.9,35.85,64,11,3.18,few clouds
423,Ambilobe,MG,-13.2,49.05,72.25,82,99,2.46,light rain
424,Bijie,CN,27.3125,105.2942,56.32,92,100,1.45,overcast clouds
425,Mehamn,NO,71.0357,27.8492,39.15,56,0,4.61,clear sky
426,Mattru,SL,7.6244,-11.8332,78.71,90,66,4.05,moderate rain
427,Atbasar,KZ,51.8,68.3333,75.79,30,19,6.08,few clouds
428,Panzhihua,CN,26.5851,101.7128,72.77,66,97,0.29,overcast clouds
429,Bambanglipuro,ID,-7.95,110.2833,77.34,88,100,5.32,overcast clouds
430,Oussouye,SN,12.485,-16.5469,77.52,65,46,13.62,scattered clouds
431,Farias Brito,BR,-6.9306,-39.5656,88.48,41,100,1.23,overcast clouds
432,Aiani,GR,40.1667,21.8167,69.53,63,9,2.35,clear sky
433,Blackfalds,CA,52.3834,-113.7853,53.06,88,100,19.24,light rain
434,Jensen Beach,US,27.2545,-80.2298,86.09,53,1,7.0,clear sky
435,Evensk,RU,61.95,159.2333,39.07,65,100,10.49,overcast clouds
436,Severnyy,RU,50.677,36.5532,55.44,88,0,6.71,clear sky
437,Melfi,IT,40.9965,15.6514,70.09,58,100,8.41,overcast clouds
438,Prince Rupert,CA,54.3161,-130.3201,53.69,71,90,8.05,overcast clouds
439,Aykhal,RU,66.0,111.5,39.97,45,2,5.12,clear sky
440,Nobres,BR,-14.7203,-56.3275,84.02,52,50,4.36,scattered clouds
441,Burnie,AU,-41.0667,145.9167,55.94,90,100,9.98,overcast clouds
442,Esperance,AU,-33.8667,121.9,49.84,58,100,21.9,overcast clouds
443,Chiredzi,ZW,-21.05,31.6667,59.76,63,0,3.76,clear sky
444,Beira,MZ,-19.8436,34.8389,69.78,65,0,7.31,clear sky
445,Severo-Yeniseyskiy,RU,60.3725,93.0408,42.1,90,72,9.89,broken clouds
446,Lapeer,US,43.0514,-83.3188,82.53,78,90,0.0,overcast clouds
447,Xingcheng,CN,40.6167,120.7167,54.5,43,96,11.72,overcast clouds
448,Bilma,NE,18.6853,12.9164,92.93,8,0,9.33,clear sky
449,Victoria Point,AU,-27.5833,153.3,62.19,87,76,1.01,broken clouds
450,Choix,MX,26.7092,-108.3219,98.26,14,90,8.57,overcast clouds
451,Codrington,AU,-38.2667,141.9667,66.06,46,100,23.15,light rain
452,Lazaro Cardenas,MX,17.9583,-102.2,87.31,48,0,11.65,clear sky
453,Port Lincoln,AU,-34.7333,135.8667,59.86,65,100,24.63,overcast clouds
454,Halifax,CA,44.6453,-63.5724,61.48,37,5,5.99,clear sky
455,Ziro,IN,27.6333,93.8333,57.92,94,100,2.21,overcast clouds
456,Mazagao,BR,-0.115,-51.2894,93.25,88,83,6.11,broken clouds
457,Nuuk,GL,64.1835,-51.7216,29.01,93,90,17.27,light snow
458,Chulym,RU,55.0997,80.9572,57.94,69,61,2.8,broken clouds
459,Bytow,PL,54.1706,17.4919,57.51,76,100,8.77,overcast clouds
460,Valdivia,CL,-39.8142,-73.2459,55.49,90,100,4.0,overcast clouds
461,Chipinge,ZW,-20.1883,32.6236,50.9,70,3,2.77,clear sky
462,Mgandu,TZ,-5.95,34.1333,58.78,58,3,6.06,clear sky
463,Tucuman,AR,-26.8241,-65.2226,73.4,34,5,4.0,clear sky
464,Santiago Del Estero,AR,-27.7951,-64.2615,70.97,27,0,10.04,clear sky
465,Feijo,BR,-8.1642,-70.3536,72.37,96,100,4.7,overcast clouds
466,Barabai,ID,-2.5833,115.3833,74.07,93,82,0.78,broken clouds
467,Uaua,BR,-9.8414,-39.4817,85.51,27,77,8.32,broken clouds
468,Marzuq,YE,14.4,46.4667,81.72,33,2,5.32,clear sky
469,Yar-Sale,RU,66.8333,70.8333,33.42,63,70,6.04,broken clouds
470,Zilair,RU,52.2332,57.4392,66.36,42,6,3.47,clear sky
471,Kununurra,AU,-15.7667,128.7333,64.38,100,8,0.0,clear sky
472,Hasanabad,IR,36.5465,61.0543,80.82,22,64,2.3,broken clouds
473,Punto Fijo,VE,11.6956,-70.1996,84.33,65,91,33.78,overcast clouds
474,Camacupa,AO,-12.0167,17.4833,57.4,51,15,1.21,few clouds
475,Novobirilyussy,RU,56.9514,90.6661,49.95,91,9,7.92,clear sky
476,Bhikangaon,IN,21.8667,75.95,90.32,25,92,7.16,overcast clouds
477,Te Anau,NZ,-45.4167,167.7167,31.53,91,16,1.03,few clouds
478,Rodeo,US,38.033,-122.2669,86.05,62,1,5.01,clear sky
479,Baykit,RU,61.67,96.37,44.4,92,100,11.05,overcast clouds
480,Remanso,BR,-9.6179,-42.0831,85.73,33,40,3.83,scattered clouds
481,Karasjok,NO,69.4719,25.5112,39.31,78,21,5.26,few clouds
482,Thouars,FR,46.976,-0.2151,51.93,70,0,18.28,clear sky
483,Kollam,IN,8.8833,76.6,85.87,84,100,4.65,overcast clouds
484,Tilichiki,RU,60.4667,166.1,32.59,98,100,7.9,overcast clouds
485,Emet,TR,39.343,29.2585,61.03,56,2,3.67,clear sky
486,Kincardine,GB,56.0667,-3.7167,50.36,95,98,6.26,light rain
487,Svetlyy,RU,54.675,20.1347,53.65,79,100,7.78,overcast clouds
488,Oksovskiy,RU,62.6062,39.8984,49.6,96,99,6.58,overcast clouds
489,Itapetinga,BR,-15.2489,-40.2478,84.58,37,21,6.51,few clouds
490,Sur,OM,22.5667,59.5289,88.81,51,0,13.49,clear sky
491,Rocha,UY,-34.4833,-54.3333,56.62,69,33,12.53,scattered clouds
492,Kota Tinggi,MY,1.7381,103.8999,84.29,95,88,0.22,overcast clouds
493,Ranghulu,CN,46.65,124.8667,44.8,47,17,7.2,few clouds
494,Hwange,ZW,-18.3693,26.5019,60.62,53,0,0.98,clear sky
495,Asyut,EG,27.181,31.1837,80.78,21,0,11.23,clear sky
496,Namibe,AO,-15.1961,12.1522,74.08,70,20,7.14,few clouds
497,Labuhan,ID,-6.8844,112.2051,77.02,88,32,6.4,scattered clouds
498,Portland,US,45.5234,-122.6762,61.14,88,90,7.0,overcast clouds
499,Namatanai,PG,-3.6667,152.4333,79.75,87,100,8.32,light rain
500,Gilgit,PK,35.9221,74.3087,64.67,50,25,1.23,scattered clouds
501,Cockburn Town,TC,21.4612,-71.1419,80.56,74,40,17.27,scattered clouds
502,Along,IN,28.1667,94.7667,72.7,96,66,2.35,broken clouds
503,Metkovic,HR,43.0542,17.6483,73.87,63,94,5.19,overcast clouds
504,Paita,PE,-5.0892,-81.1144,77.56,77,24,13.76,few clouds
505,Toamasina,MG,-18.1667,49.3833,68.0,94,20,4.61,few clouds
506,Campbeltown,GB,55.4258,-5.6076,48.25,85,100,26.04,overcast clouds
507,Marsa Matruh,EG,31.3525,27.2453,70.0,83,0,6.91,clear sky
508,Eirunepe,BR,-6.6603,-69.8736,78.24,90,99,4.7,light rain
509,Velsk,RU,61.0701,42.0983,50.11,82,99,11.16,overcast clouds
510,Trat,TH,12.5,102.5,79.79,93,100,2.24,moderate rain
511,Puro,PH,12.4841,123.3827,81.61,75,8,3.38,clear sky
512,Nova Olimpia,BR,-14.7972,-57.2881,84.47,44,47,3.74,scattered clouds
513,Sambava,MG,-14.2667,50.1667,70.45,83,3,10.36,clear sky
514,Nelson Bay,AU,-32.7167,152.15,56.68,72,73,8.52,broken clouds
515,Athabasca,CA,54.7169,-113.2854,62.42,64,100,18.3,light rain
516,Nuevo Progreso,MX,23.1667,-97.95,94.59,65,5,10.0,clear sky
517,Kramat,ID,-8.1311,113.4499,74.14,95,89,1.48,overcast clouds
518,Ola,RU,59.5833,151.2833,40.57,72,14,1.28,few clouds
519,Manokwari,ID,-0.8667,134.0833,78.75,84,85,5.39,overcast clouds
520,Anloga,GH,5.7947,0.8973,84.42,81,33,10.69,scattered clouds
521,Moramanga,MG,-18.9333,48.2,57.74,94,100,2.06,overcast clouds
522,Kobayashi,JP,31.9833,130.9833,59.59,96,100,3.11,overcast clouds
523,Aquiraz,BR,-3.9014,-38.3911,84.29,81,100,9.91,overcast clouds
524,Oberhaching,DE,48.0333,11.6,50.52,92,100,1.01,light rain
525,Mao,ES,39.8885,4.2658,61.36,94,20,3.44,few clouds
526,Pleshanovo,RU,52.8333,53.4833,70.66,38,6,7.83,clear sky
527,Djenne,ML,13.9061,-4.5533,92.75,32,100,7.81,overcast clouds
528,Clyde River,CA,70.4692,-68.5914,21.43,93,90,31.07,overcast clouds
529,Taylorville,US,39.5489,-89.2945,86.25,34,1,14.97,clear sky
530,Katherine,AU,-14.4667,132.2667,68.32,96,100,4.07,overcast clouds
531,Coos Bay,US,43.3665,-124.2179,71.85,67,90,10.36,overcast clouds
532,Isla Mujeres,MX,21.2311,-86.731,86.16,76,99,12.8,overcast clouds
533,Avera,US,33.194,-82.5271,94.87,32,13,2.98,few clouds
534,Saint-Jean-De-Braye,FR,47.913,1.9771,47.93,88,75,15.17,broken clouds
535,Rio De Janeiro,BR,-22.9028,-43.2075,75.31,56,40,9.22,scattered clouds
536,Kriel,ZA,-26.2739,29.2253,47.77,49,0,1.99,clear sky
537,Kodinsk,RU,58.6881,99.1844,43.43,96,100,9.91,moderate rain
538,Ballina,AU,-28.8667,153.5667,58.96,94,90,3.44,overcast clouds
539,Eureka,US,40.8021,-124.1637,74.68,71,91,5.01,overcast clouds
540,Shingu,JP,33.7333,135.9833,64.9,92,100,2.8,overcast clouds
541,Benjamin Constant,BR,-4.3831,-70.0311,86.13,81,40,5.37,scattered clouds
542,Merta,IN,26.65,74.0333,87.8,31,12,0.65,few clouds
543,Jacareacanga,BR,-6.2222,-57.7528,81.93,70,99,1.74,overcast clouds
544,Grindavik,IS,63.8424,-22.4338,48.15,72,75,14.76,broken clouds
545,Webb City,US,37.1465,-94.463,78.8,68,75,8.05,broken clouds
546,Kiel,DE,54.3213,10.1349,56.16,93,90,6.91,light rain
547,Ghatanji,IN,20.1333,78.3167,91.29,22,100,6.17,overcast clouds
548,Puerto Ayacucho,VE,5.6639,-67.6236,83.17,84,99,1.83,overcast clouds
549,Bezhetsk,RU,57.7851,36.6965,46.49,83,25,6.85,scattered clouds
550,Mizdah,LY,31.4451,12.9801,85.5,21,73,4.14,broken clouds
551,Kysyl-Syr,RU,63.8986,122.7617,42.33,94,100,10.2,light rain
552,Saint-Pierre,RE,-21.3393,55.4781,71.28,85,75,23.02,broken clouds
553,Caracuaro,MX,19.0106,-101.1264,102.4,10,1,6.11,clear sky
554,Tabas,IR,33.5959,56.9244,83.98,22,0,4.16,clear sky
555,Pontianak,ID,-0.0333,109.3333,76.98,92,75,2.48,broken clouds
556,Dunedin,NZ,-45.8742,170.5036,43.81,70,5,4.0,clear sky
557,Ostrovnoy,RU,68.0531,39.5131,33.37,79,97,14.65,overcast clouds
558,Nguruka,TZ,-5.1092,31.0419,62.13,77,3,2.55,clear sky
559,Yarkovo,RU,57.4028,67.0786,69.28,54,66,7.54,broken clouds
560,Basco,PH,20.4487,121.9702,84.09,76,27,8.75,scattered clouds
561,Sorland,NO,67.667,12.6934,44.67,74,28,15.37,scattered clouds
562,Natal,BR,-5.795,-35.2094,82.62,77,40,10.31,scattered clouds
563,Kingsport,US,36.5484,-82.5618,88.86,46,75,1.01,broken clouds
564,Port-Cartier,CA,50.0334,-66.8654,50.22,36,51,13.56,broken clouds
565,Sabang,ID,5.8933,95.3214,83.91,77,95,17.85,overcast clouds
566,Inongo,CD,-1.95,18.2667,72.73,86,6,5.55,light rain
567,Maloy,NO,61.9353,5.1136,59.47,87,100,10.38,overcast clouds
568,Gazli,UZ,40.1333,63.45,83.25,13,0,4.23,clear sky
569,Einbeck,DE,51.8167,9.8667,55.81,78,100,6.78,moderate rain
570,Bombo,ID,-8.6131,119.0131,77.49,84,75,4.68,broken clouds
571,Gurupa,BR,-1.405,-51.64,77.41,93,84,3.29,broken clouds
572,Kiama,AU,-34.6833,150.8667,60.58,80,99,5.01,overcast clouds
573,Irkutsk,RU,52.2978,104.2964,48.97,100,90,15.66,light rain
574,Necochea,AR,-38.5473,-58.7368,62.04,56,5,18.99,clear sky
575,Visby,SE,57.6409,18.296,48.85,71,0,11.5,clear sky
576,Aasiaat,GL,68.7098,-52.8699,42.96,40,100,24.23,overcast clouds
577,Puerto Escondido,MX,15.85,-97.0667,90.43,66,1,5.75,clear sky
578,Dejen,ET,10.1667,38.1333,63.61,47,62,3.15,broken clouds
579,Santa Rosa,PH,14.3122,121.1114,82.9,85,9,1.59,clear sky
580,Pincher Creek,CA,49.4833,-113.952,55.09,71,90,26.46,overcast clouds
581,Wukari,NG,7.85,9.7833,84.11,61,88,4.47,overcast clouds
582,Umea,SE,63.8284,20.2597,44.53,81,75,5.75,broken clouds
583,Atherton,GB,53.5237,-2.4935,52.21,55,67,3.36,broken clouds
584,Mikkeli,FI,61.6886,27.2723,46.51,81,90,2.3,overcast clouds
585,Formiga,BR,-20.4644,-45.4264,65.53,50,84,7.45,broken clouds
586,Chlorakas,CY,34.8042,32.4083,72.63,55,0,6.78,clear sky
587,Awbari,LY,26.5921,12.7805,92.23,9,5,12.28,clear sky
588,Jalu,LY,29.0331,21.5482,81.52,11,0,7.25,clear sky
589,Adrar,MR,20.5022,-10.0711,93.52,16,46,10.47,scattered clouds
590,Coquimbo,CL,-29.9533,-71.3436,60.53,61,0,5.37,clear sky
591,Jitra,MY,6.2681,100.4217,78.69,94,20,1.01,few clouds
592,Dori,BF,14.0354,-0.0345,96.66,25,11,5.28,few clouds
593,Whitley Bay,GB,55.0397,-1.4471,51.89,62,20,9.35,few clouds
594,Governador Valadares,BR,-18.8511,-41.9494,82.76,51,65,3.96,broken clouds
595,Misratah,LY,32.3754,15.0925,74.84,60,56,7.02,broken clouds
596,Byron Bay,AU,-28.65,153.6167,60.87,77,84,5.26,broken clouds
597,Soe,ID,-9.8607,124.284,62.74,94,32,3.91,scattered clouds
598,Buala,SB,-8.145,159.5921,80.28,79,100,3.58,overcast clouds
599,Cabedelo,BR,-6.9811,-34.8339,81.27,79,57,12.35,broken clouds
600,Blagoyevo,RU,63.3667,47.9167,50.4,92,82,8.57,broken clouds
601,Berdigestyakh,RU,62.0989,126.6992,40.35,94,100,8.97,light rain
602,Raudeberg,NO,61.9875,5.1352,58.6,87,100,11.48,overcast clouds
603,Ruthin,GB,53.1137,-3.3178,52.32,76,55,1.01,broken clouds
604,Kenora,CA,49.8167,-94.4337,72.57,60,40,17.27,scattered clouds
605,Itaituba,BR,-4.2761,-55.9836,86.16,79,40,3.44,scattered clouds
606,Boissevain,CA,49.2306,-100.0559,75.7,37,4,20.78,clear sky
607,Verkhniye Sergi,RU,56.6469,59.5556,61.34,94,37,1.99,scattered clouds
608,Grand-Santi,GF,4.25,-54.3833,76.6,98,100,4.23,overcast clouds
609,Lata,PT,40.1629,-8.3327,57.81,84,6,4.07,clear sky
610,Nalsian,PH,16.0187,120.3518,76.69,88,24,5.84,few clouds
611,Olga,RU,43.7444,135.2892,50.07,91,100,6.62,overcast clouds
612,Bridlington,GB,54.0831,-0.1919,51.73,81,89,11.65,overcast clouds
613,Chara,RU,56.9064,118.2631,35.58,92,100,1.25,light rain
614,Valparaiso,CL,-33.0393,-71.6273,71.24,48,0,16.11,clear sky
615,San Lorenzo,PY,-25.3333,-57.5333,68.94,46,0,1.99,clear sky
616,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,67,20,18.61,few clouds
617,Lingyuan,CN,41.24,119.4011,45.34,41,33,5.5,scattered clouds
618,Vysokogornyy,RU,50.1167,139.15,44.47,94,100,6.04,moderate rain
619,Kavieng,PG,-2.5744,150.7967,81.63,78,98,6.91,light rain
620,Bluefield,US,37.2698,-81.2223,83.16,36,40,9.22,scattered clouds
621,Umm Lajj,SA,25.0213,37.2685,82.22,55,0,9.08,clear sky
622,Zuwarah,LY,32.9312,12.082,69.15,87,0,14.09,clear sky
623,Nehe,CN,48.4833,124.8333,41.95,63,97,6.17,overcast clouds
624,Seguela,CI,7.9611,-6.6731,81.14,63,86,5.97,light rain
625,Maiduguri,NG,11.8464,13.1603,90.86,9,35,7.63,scattered clouds
626,Stromness,GB,58.965,-3.296,48.45,88,32,8.32,scattered clouds
627,Ugoofaaru,MV,5.6667,73.0,83.66,75,100,23.89,light rain
628,Laurel,US,39.0993,-76.8483,63.09,85,90,1.99,overcast clouds
629,Haines Junction,CA,60.7522,-137.5108,46.35,71,100,11.5,moderate rain
630,Sitka,US,57.0531,-135.33,48.09,71,90,9.22,light rain
631,Challans,FR,46.8436,-1.8749,53.51,74,19,18.86,few clouds
632,Biak,ID,-0.9131,122.8766,75.96,85,91,6.33,overcast clouds
633,Hakkari,TR,37.5833,44.1667,52.47,48,100,2.64,overcast clouds
634,Barcelona,ES,41.3888,2.159,67.6,83,20,4.0,few clouds
635,Sorso,IT,40.8,8.5772,59.49,82,100,6.98,overcast clouds
636,Blythe,US,33.6103,-114.5964,94.57,6,1,8.77,clear sky
637,Ahmadpur,IN,18.7,76.9333,87.67,27,100,10.42,overcast clouds
638,Cerqueira Cesar,BR,-23.0356,-49.1661,55.33,47,26,4.59,scattered clouds
639,Mangai,CD,-4.05,19.5333,75.85,75,94,1.48,overcast clouds
640,Hambantota,LK,6.1241,81.1185,80.11,87,100,21.83,light rain
641,Aksarka,RU,66.5606,67.7975,35.67,55,100,6.49,overcast clouds
642,Saint-Raymond,CA,45.467,-73.6095,70.41,22,20,3.44,few clouds
643,Gberia Fotombu,SL,9.8833,-11.1667,71.1,90,97,5.23,light rain
644,Kaputa,ZM,-8.4689,29.6619,64.4,56,44,3.06,scattered clouds
645,Zhuhai,CN,22.2769,113.5678,85.05,79,40,1.45,light rain
646,Kudahuvadhoo,MV,2.6708,72.8944,83.61,74,87,19.17,overcast clouds
647,Gigmoto,PH,13.7796,124.39,80.24,82,49,4.12,scattered clouds
648,Shimanovsk,RU,52.0,127.7,42.15,84,29,5.95,scattered clouds
649,Piacabucu,BR,-10.4056,-36.4344,76.39,79,7,8.16,clear sky
650,Udaipur,IN,24.5712,73.6918,83.3,32,11,4.83,few clouds
651,Miramar,US,25.9873,-80.2323,85.01,52,1,13.8,clear sky
652,Mitsamiouli,KM,-11.3847,43.2844,78.44,65,4,9.04,clear sky
653,Suhut,TR,38.5311,30.5458,58.01,53,11,4.21,few clouds
654,Mandalgovi,MN,45.7625,106.2708,48.58,64,98,21.65,overcast clouds
655,Maldonado,UY,-34.6667,-54.9167,60.19,74,14,14.79,few clouds
656,Cabatuan,PH,10.8794,122.486,76.23,87,46,4.36,scattered clouds
657,Lakes Entrance,AU,-37.8811,147.981,53.6,77,100,10.04,overcast clouds
658,Qasigiannguit,GL,68.8193,-51.1922,44.85,42,100,23.35,overcast clouds
659,Mantua,IT,45.1667,10.7833,59.7,95,100,3.0,overcast clouds
660,Gauribidanur,IN,13.6111,77.5167,74.12,71,100,9.44,overcast clouds
661,Samarkand,UZ,39.6542,66.9597,71.02,37,12,9.22,few clouds
662,Gorom-Gorom,BF,14.4439,-0.2361,97.27,21,28,6.46,scattered clouds
663,Turayf,SA,31.6725,38.6637,71.85,37,0,6.91,clear sky
664,Jieshi,CN,22.8134,115.8257,79.0,86,24,7.02,few clouds
665,Umm Kaddadah,SD,13.6017,26.6876,89.08,10,24,6.58,few clouds
666,Tricase,IT,39.9304,18.3553,70.32,74,6,12.35,clear sky
667,Meadow Lake,US,34.8014,-106.5436,81.82,7,1,2.95,clear sky
668,Konya,TR,38.1667,32.5,63.88,33,3,6.33,clear sky
669,Conselheiro Pena,BR,-19.1722,-41.4722,81.1,56,42,3.11,scattered clouds
670,Idrinskoye,RU,54.3708,92.1358,48.81,93,58,4.0,broken clouds
671,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,63.88,35,96,6.13,overcast clouds
672,Trincomalee,LK,8.5711,81.2335,82.18,74,100,25.52,overcast clouds
673,Vao,NC,-22.6667,167.4833,71.17,60,6,20.96,clear sky
674,Dashitou,CN,43.3067,128.5114,39.15,58,27,3.71,scattered clouds
675,Baruun-Urt,MN,46.6806,113.2792,37.6,56,100,7.11,overcast clouds
676,Guanica,PR,17.9716,-66.908,88.43,60,63,11.01,broken clouds
677,Jibuti,DJ,11.5,42.5,83.62,37,5,8.72,clear sky
678,Noyabrsk,RU,63.1994,75.4507,42.6,49,100,7.72,overcast clouds
679,Alice Springs,AU,-23.7,133.8833,60.35,61,53,5.88,broken clouds
680,Akdagmadeni,TR,39.6603,35.8836,49.62,91,9,3.85,clear sky
681,Bogorodskoye,RU,56.55,37.8833,48.81,77,53,3.44,broken clouds
682,Kirakira,SB,-10.4544,161.9205,79.14,86,100,7.99,overcast clouds
683,Carora,VE,10.1755,-70.0827,92.75,38,98,19.19,overcast clouds
684,Chacabuco,AR,-34.6417,-60.4739,54.09,68,0,8.16,clear sky
685,Okato,NZ,-39.2,173.8833,49.42,64,64,14.03,light rain
686,Hami,CN,42.8,93.45,68.76,18,0,3.2,clear sky
687,Omboue,GA,-1.5746,9.2618,77.74,92,100,6.53,overcast clouds
688,Ovre Ardal,NO,61.3167,7.8,43.29,91,100,5.39,light rain
689,Talcahuano,CL,-36.7167,-73.1167,56.88,82,75,10.36,broken clouds
690,Bongandanga,CD,1.5,21.05,73.96,81,29,2.98,scattered clouds
691,Dalvik,IS,65.9702,-18.5286,44.53,88,91,5.26,overcast clouds
692,Chimoio,MZ,-19.1164,33.4833,55.26,94,20,2.59,few clouds
693,Zyryanka,RU,65.75,150.85,55.69,29,8,1.72,clear sky
694,Howard,US,39.2504,-76.933,62.55,90,100,4.0,overcast clouds
695,Luwuk,ID,-0.9516,122.7875,76.82,87,93,4.97,overcast clouds
